48300,97.83333,19.30000,27.7731,27.4496,26.7365,25.6855,26.7353,24.3442,26.6107,28.5158,25.9363,30.8478,26.8351,30.541,26.3324,24.5051,30.0088,30.6666,31.9544,26.5854,32.1215,28.8992,32.9013,40.2438,30.9417,37.4636,39.2787,39.0206,38.1667,40.2027,38.3351,39.2146,40.3631,37.6603,40.454,40.298,35.2515,40.2024,37.7126,42.1977,48.309,39.7864,39.4955,36.3123,32.5623,39.0411,39.7844,37.767,37.3825,39.3932,37.9761,30.8801,31.9937,35.2658,29.8462,31.9167,33.8021,35.0751,33.6984,34.7742,34.664,31.1396,27.7094,25.8451,28.5343,29.911,34.1194,32.2434,29.8297,29.3618,29.9818,29.1932,27.6563,25.1572,28.0097,29.5805,26.9574,26.6584,25.7415
48302,99.05000,19.93333,15.5008,16.4755,17.9337,15.8201,16.8902,16.7886,17.0066,14.924,18.0414,16.0581,17.6105,21.5549,18.1008,19.5419,16.9681,19.0565,16.9948,15.072,21.1419,17.766,23.3185,24.145,21.4256,24.1251,23.3401,23.4103,24.2294,23.0235,24.2845,22.2145,24.4241,23.9843,19.7503,19.5247,24.2312,24.9246,17.083,23.327,25.0581,23.0389,22.257,18.2628,19.9732,18.8969,22.9383,18.7229,17.1549,22.6465,20.7143,22.634,19.8011,20.9697,18.5102,19.5901,19.9436,16.1705,18.7275,20.0658,18.8066,18.2494,17.3527,18.8393,19.0743,18.8787,16.7312,18.0954,19.0242,17.6451,17.6446,17.9227,17.5719,18.6434,17.7349,15.8253,16.424,16.6712,14.2932
48303,99.88139,19.96139,22.5649,21.11,22.349,22.5047,20.5266,23.8281,22.7683,22.4296,20.9365,19.9369,27.0244,29.3927,25.5937,26.7825,29.3654,26.7407,27.415,26.9024,29.9214,28.7605,35.0537,36.2277,34.0373,30.2597,33.387,37.4056,34.5618,33.2828,34.4258,31.8467,32.9301,31.3919,31.3052,31.4669,31.8782,35.0593,29.9027,33.9261,36.9224,28.552,33.4864,27.5358,30.2702,30.1211,32.2192,29.9921,27.7898,29.7534,34.3304,30.7694,25.7487,24.0506,24.7811,24.6141,22.4117,24.5065,23.5304,25.6753,25.4876,22.7875,22.4856,23.068,22.7569,22.2235,23.7855,22.3686,22.253,21.6516,21.7583,22.1879,23.125,23.0458,22.4794,21.4718,22.5996,21.5587,21.7827
48304,99.78333,19.86667,22.6697,24.147,21.1462,22.3658,21.1474,24.1357,21.1828,21.1826,20.9485,21.6943,30.3574,29.3984,26.6402,25.1965,30.2777,28.6674,27.3165,27.3922,30.8877,29.3034,36.7193,36.0291,33.7889,32.7193,36.446,36.909,36.8235,37.098,35.6612,32.5451,36.8568,38.2962,34.0264,35.5559,34.6388,39.8595,30.6339,35.3006,33.5867,35.0304,31.666,27.206,30.5506,31.1757,31.9987,31.9711,28.7653,31.263,31.3223,28.8661,26.1724,24.8483,27.2272,26.0843,27.3014,26.7442,23.4963,25.3056,25.3133,23.6393,20.4357,21.4746,23.839,24.6564,25.5403,23.1255,23.5825,24.3345,24.6819,21.4704,21.1372,22.5781,24.4048,22.4612,21.9925,21.6968,22.9895
48307,100.80250,19.40810,20.8591,23.4773,20.6887,22.3714,21.4126,23.2802,22.7097,20.2747,22.8393,21.8584,26.9379,24.1373,27.6275,29.1297,25.2871,29.6682,28.8528,30.4569,27.8553,26.7266,32.6886,32.4901,33.7105,27.0631,35.2114,29.9,35.4229,39.3978,33.6282,29.7212,30.6507,35.4671,34.8147,38.863,36.0555,38.8044,34.7323,31.7284,38.6199,32.8961,28.3876,29.5147,32.3197,31.2311,29.5729,34.1303,29.7506,31.1088,28.8935,29.3446,26.8329,25.465,26.7256,25.7362,26.3627,27.3513,25.4617,27.1443,27.3019,22.9499,22.3175,24.6094,25.1159,26.4681,26.4936,24.9113,24.6424,24.7362,21.6167,21.6977,23.3798,24.0447,24.0023,23.951,23.0584,25.3178,22.6159
48310,99.90000,19.13333,26.2716,24.328,24.8986,27.0102,26.5693,28.1527,26.1934,24.2143,26.0926,25.1292,35.8714,31.6182,29.3625,33.0882,32.4653,35.4254,35.2576,33.1237,32.7742,33.5494,38.7969,38.7997,35.9432,37.6811,39.6837,38.096,37.9145,35.614,39.8431,37.0326,29.4775,37.3202,34.3592,34.0036,31.2847,33.0827,37.763,41.4049,35.0351,41.8536,31.4353,28.6445,30.9492,31.8696,32.5571,31.0714,31.0764,32.4162,31.8315,29.5046,28.9205,27.8215,28.0923,27.3178,28.1676,28.4212,27.3496,28.5373,27.8939,23.7149,25.7937,26.4789,27.7872,27.3903,28.0604,26.7594,26.7232,26.5694,23.7976,24.3596,25.7537,26.4308,27.2657,25.8403,25.0583,25.3251,25.3806
48315,100.80250,19.11056,22.7592,20.9797,21.838,22.6823,23.9454,23.5495,24.8601,23.5663,25.1077,23.3444,25.0796,24.2747,23.5722,30.8657,26.9791,29.6509,28.1237,33.3866,31.0387,30.0613,38.3503,35.8552,37.4344,41.395,39.7078,41.7458,40.567,40.2655,32.8643,40.4485,35.4301,37.0232,34.3721,35.8789,41.0162,42.6353,37.1245,38.0265,39.3553,30.3304,34.5814,34.0157,33.8322,34.6009,35.9539,34.9183,34.2318,33.5793,33.9444,33.8595,29.478,28.3465,29.5809,27.3713,28.081,30.8149,27.5196,27.2396,28.7814,24.2512,25.5462,24.7653,23.1209,27.8906,26.4544,25.0738,23.5334,26.3145,25.2397,23.9429,22.9382,21.5415,26.7787,25.8001,25.0765,23.7108,25.2638
48324,99.24472,17.63632,27.6124,28.6322,26.9211,27.947,26.6057,29.4098,29.3893,27.3101,27.4975,27.1253,32.7231,36.2114,34.6134,32.813,35.8596,36.0545,35.1328,33.0069,36.0295,36.743,40.3164,38.1647,39.2192,42.2347,43.0299,41.4873,43.2646,44.4753,40.5851,41.0658,39.3884,40.6336,44.3743,40.8622,44.4267,43.585,35.0501,45.8054,43.7825,44.2347,34.4867,36.6217,34.6725,37.7409,39.3838,38.3025,38.023,37.6182,38.4075,34.105,31.5397,30.1691,31.9561,31.6265,34.3228,35.1413,34.6946,34.5176,34.2818,29.2401,28.9868,29.6035,30.0365,30.4347,31.0646,32.105,31.1361,29.6885,26.2974,27.1868,27.5811,27.431,28.1754,29.9314,27.9522,27.9535,28.7706
48325,97.93333,18.16667,23.9739,25.3587,23.6112,23.691,24.3256,28.2304,28.8079,29.6318,26.7382,27.4581,18.7864,23.13,20.9865,20.1684,22.6913,24.6974,33.0302,25.0346,28.3336,23.485,27.4959,35.6194,36.8769,35.8572,37.7884,39.9645,37.5573,41.0081,36.7254,34.3968,31.7689,40.2364,36.0536,40.9878,40.158,48.9187,40.2424,48.0821,41.7338,37.875,34.8283,35.4568,38.5901,33.3591,35.6343,36.8596,36.7148,33.9182,37.4271,34.358,26.286,27.8545,26.1908,28.5835,30.3406,32.7493,30.7864,28.6282,32.0986,26.8239,25.1851,25.3699,26.8937,27.5305,30.0767,26.2144,29.1477,27.8185,25.8686,25.8485,24.015,25.3798,27.6843,29.7038,28.0564,29.087,27.4169
48327,98.97694,18.79000,22.5545,25.5745,20.6697,21.952,24.5383,23.3491,23.5495,22.2058,23.8518,21.5493,32.0378,30.1277,26.6905,29.1968,29.8115,31.2526,28.772,27.6125,29.1449,27.7761,35.8877,33.0242,34.0522,35.8235,34.6343,36.6454,37.3972,38.4458,36.1533,34.1691,37.3079,37.7258,37.0703,36.4365,32.2572,39.3212,37.3774,33.0953,39.5038,45.0958,34.0511,31.4046,31.7894,34.6743,33.218,34.1438,30.1006,31.7431,31.0197,27.497,26.7146,27.9251,24.4596,26.2806,28.3622,26.9485,25.46,28.0082,27.1976,25.7476,25.8076,26.4189,25.0112,26.0118,25.3358,23.962,27.645,24.608,24.5773,27.0883,21.8546,24.9547,25.0349,23.8283,25.3427,23.7662,24.6962
