stationID,lat,long,hidxbc_date_1_time_00Z,hidxbc_date_1_time_03Z,hidxbc_date_1_time_06Z,hidxbc_date_1_time_09Z,hidxbc_date_1_time_12Z,hidxbc_date_1_time_15Z,hidxbc_date_1_time_18Z,hidxbc_date_1_time_21Z,hidxbc_date_2_time_00Z,hidxbc_date_2_time_03Z,hidxbc_date_2_time_06Z,hidxbc_date_2_time_09Z,hidxbc_date_2_time_12Z,hidxbc_date_2_time_15Z,hidxbc_date_2_time_18Z,hidxbc_date_2_time_21Z,hidxbc_date_3_time_00Z,hidxbc_date_3_time_03Z,hidxbc_date_3_time_06Z,hidxbc_date_3_time_09Z,hidxbc_date_3_time_12Z,hidxbc_date_3_time_15Z,hidxbc_date_3_time_18Z,hidxbc_date_3_time_21Z,hidxbc_date_4_time_00Z,hidxbc_date_4_time_03Z,hidxbc_date_4_time_06Z,hidxbc_date_4_time_09Z,hidxbc_date_4_time_12Z,hidxbc_date_4_time_15Z,hidxbc_date_4_time_18Z,hidxbc_date_4_time_21Z,hidxbc_date_5_time_00Z,hidxbc_date_5_time_03Z,hidxbc_date_5_time_06Z,hidxbc_date_5_time_09Z,hidxbc_date_5_time_12Z,hidxbc_date_5_time_15Z,hidxbc_date_5_time_18Z,hidxbc_date_5_time_21Z,hidxbc_date_6_time_00Z,hidxbc_date_6_time_03Z,hidxbc_date_6_time_06Z,hidxbc_date_6_time_09Z,hidxbc_date_6_time_12Z,hidxbc_date_6_time_15Z,hidxbc_date_6_time_18Z,hidxbc_date_6_time_21Z,hidxbc_date_7_time_00Z,hidxbc_date_7_time_03Z,hidxbc_date_7_time_06Z,hidxbc_date_7_time_09Z,hidxbc_date_7_time_12Z,hidxbc_date_7_time_15Z,hidxbc_date_7_time_18Z,hidxbc_date_7_time_21Z,hidxbc_date_8_time_00Z,hidxbc_date_8_time_03Z,hidxbc_date_8_time_06Z,hidxbc_date_8_time_09Z,hidxbc_date_8_time_12Z,hidxbc_date_8_time_15Z,hidxbc_date_8_time_18Z,hidxbc_date_8_time_21Z,hidxbc_date_9_time_00Z,hidxbc_date_9_time_03Z,hidxbc_date_9_time_06Z,hidxbc_date_9_time_09Z,hidxbc_date_9_time_12Z,hidxbc_date_9_time_15Z,hidxbc_date_9_time_18Z,hidxbc_date_9_time_21Z,hidxbc_date_10_time_00Z,hidxbc_date_10_time_03Z,hidxbc_date_10_time_06Z,hidxbc_date_10_time_09Z,hidxbc_date_10_time_12Z
48300,97.83333,19.3,22.2561,24.0586,26.878,29.8495,28.2269,28.4537,28.2921,27.559,28.5627,29.6185,20.6918,27.4839,34.6714,30.4032,24.3243,28.7388,26.9495,27.0476,28.6272,27.5865,33.1084,37.4935,39.2313,29.7767,34.6214,31.8351,38.8793,37.0657,38.7568,38.8761,38.945,41.0404,36.7283,38.1971,39.6456,36.4506,37.0486,40.5623,41.4486,38.6731,39.4806,38.964,41.627,41.3358,39.2353,35.1702,38.8214,44.7479,42.2102,39.2287,29.8865,35.8993,34.4447,34.8104,32.4037,31.5785,33.4164,32.8093,33.7842,26.2842,31.973,32.6751,32.2095,30.3277,30.0136,28.6905,28.582,33.0305,23.3947,28.8822,31.4588,28.448,26.8318,29.2602,29.4906,30.1654,28.3528
48302,99.05,19.93333,18.6628,15.8156,15.3794,17.0871,16.5721,17.2379,16.7786,17.8339,16.0804,14.3083,21.6297,19.7379,18.8154,20.6013,15.7976,20.4514,19.8134,21.28,17.0179,16.5941,24.0045,23.7178,23.7764,22.0679,20.8796,23.8713,23.318,24.3657,21.853,25.1093,24.2162,24.4467,22.4685,21.6276,19.8675,22.4695,23.5269,23.0421,22.0433,24.8651,23.4984,22.7346,21.9841,22.5192,20.3813,23.7841,17.8992,21.7151,21.5159,22.6337,20.6768,20.096,19.0084,16.68,19.4295,17.8816,18.5408,18.8987,20.1542,17.8057,18.0405,18.3304,16.577,18.3979,17.2726,18.6102,16.4906,17.3941,15.4737,16.2883,16.8227,16.7943,15.8397,18.199,17.5404,16.3534,16.2617
48303,99.88139,19.96139,20.5733,19.4479,19.9847,22.1895,22.1203,21.8187,21.5599,22.7161,21.8,20.5686,24.723,27.9265,29.6599,25.5833,26.2328,29.9578,28.6538,30.3109,30.381,30.9083,30.9335,28.4741,36.5645,33.7576,34.0769,34.992,34.6985,32.3474,32.941,32.017,31.3366,34.7539,35.5619,35.8249,37.2499,40.0742,33.0626,34.5605,36.0306,41.6378,30.1948,32.4036,31.6495,31.3117,30.6983,27.8082,33.3192,32.64,33.1028,31.8932,25.4494,24.3764,25.3482,22.9232,24.7089,22.7862,26.4698,25.733,25.9745,20.7553,23.1161,22.808,21.1256,23.639,22.2774,23.9057,22.3275,23.4499,19.4852,19.9744,20.873,21.4385,22.135,21.7245,22.6919,21.9893,21.4836
48304,99.78333,19.86667,22.4751,23.7989,23.1023,22.819,23.3801,23.5914,25.0629,25.5833,23.801,21.8682,24.6694,28.2847,29.8601,28.3784,24.9066,29.5682,30.8391,30.7774,29.8671,29.9879,34.2968,36.6688,36.1245,33.1178,33.8377,34.5195,34.6488,36.8337,36.615,36.2501,36.0293,37.4012,37.7621,36.0093,28.7444,36.4016,35.0141,34.3432,39.1805,33.0123,29.6358,32.4146,32.514,30.4076,31.4357,31.4589,33.9035,34.1604,32.8768,33.1617,26.4089,25.5421,26.0768,23.2394,25.7046,26.9948,26.1158,26.5151,26.4338,24.4048,23.3179,23.8712,22.253,24.3551,24.8726,25.8105,25.3549,25.8046,23.3554,22.4451,22.7235,21.4865,23.9623,24.8038,25.2118,24.9442,23.7189
48307,100.8025,19.4081,19.1488,20.1721,20.9548,19.2702,21.5232,19.9406,21.5176,22.9033,23.1718,22.1822,24.1746,29.4644,29.4644,27.7175,24.9474,26.0176,27.7119,30.1398,25.5032,31.7581,34.5806,38.389,36.9141,34.4019,33.0277,34.539,32.3287,33.4558,39.6091,26.9219,30.993,30.6093,36.2348,29.4633,37.3529,28.5136,39.8935,39.534,34.4073,33.7484,29.4999,31.7783,32.9395,29.1534,30.7445,32.2579,32.7898,33.9817,32.8847,32.4065,24.4218,24.8451,24.1615,24.2984,27.4692,26.5974,27.2155,26.7513,26.4983,23.1082,22.469,22.3067,22.3288,24.5653,24.5554,26.7749,24.2279,24.1949,22.2975,24.9789,21.1636,21.9089,24.1578,22.2254,23.4627,22.2616,22.2572
48310,99.9,19.13333,21.7715,24.1736,24.3959,24.8044,24.8846,24.4992,24.7433,25.4579,27.0319,24.4006,28.9123,31.6221,35.2303,29.4195,33.5851,34.2223,32.7338,33.0735,34.6669,35.2612,35.4239,39.1178,41.0272,36.9099,36.2373,35.2506,35.9153,39.4582,42.112,39.7174,25.6001,38.6378,42.4855,34.4064,36.0479,39.0377,37.5807,36.8868,34.5949,35.7555,28.3359,33.1385,29.5402,26.0689,32.327,30.9218,30.3352,33.1056,32.6445,31.508,25.8659,26.9018,26.563,24.9147,27.0325,28.9549,29.3961,28.2363,27.506,25.9978,24.6517,24.3801,25.084,26.7706,26.6706,27.9707,28.8336,25.9524,23.3888,22.5057,24.9901,24.15,25.2434,24.4756,26.2289,25.5301,25.7228
48315,100.8025,19.11056,21.0819,24.0477,24.647,22.9907,22.984,22.4132,23.2443,24.0263,23.9514,23.9763,23.1271,32.9348,32.1278,30.3692,26.5973,26.2754,28.504,32.8457,31.7817,31.7858,33.5038,39.9399,38.9626,34.7963,35.7863,39.0321,31.8958,30.5307,41.3834,35.8566,34.4166,33.4196,43.9367,35.6908,39.4613,35.4867,41.6672,40.846,38.8185,34.9482,33.2732,38.5691,35.4475,31.7768,38.5347,34.208,32.8419,37.3283,37.96,37.5864,27.4635,28.0134,29.6911,27.2638,28.4801,30.5206,29.7123,29.6953,29.8577,24.4438,27.6532,25.23,24.8568,26.1367,26.444,27.5397,25.3805,26.2893,23.1832,27.2194,23.6411,23.9053,24.0523,24.4219,24.1332,26.2373,24.0525
48324,99.24472,17.63632,24.6475,27.115,27.6507,27.3264,26.5417,27.1475,28.4169,27.4938,28.1093,27.3483,32.785,35.9746,34.1761,30.7585,28.6896,33.8887,36.3539,37.7771,35.8071,36.5135,40.2459,41.6289,43.0248,38.3875,42.9749,40.3677,41.2574,42.3148,42.5659,43.5372,31.091,42.4395,36.0885,40.7615,40.507,45.9934,33.3932,42.8778,39.3719,44.0043,35.549,38.3183,32.2611,36.7683,34.2788,35.5267,36.3737,36.8924,40.7923,37.2164,30.2563,32.6277,32.0438,30.9676,31.0481,28.9574,31.7953,33.8602,34.1797,28.5628,30.2474,28.4178,28.1507,25.0299,29.82,27.3687,31.0721,30.0723,27.8275,28.724,27.2813,26.747,27.8966,28.2583,28.4453,28.6195,28.2869
48325,97.93333,18.16667,23.2009,23.3545,26.9859,25.72,26.4217,26.4456,25.7852,26.2058,26.6999,27.0494,20.4605,22.1658,26.717,22.0424,22.3581,23.808,24.0152,26.6764,21.7787,22.3872,31.4771,37.7943,36.0675,40.238,34.5244,37.7708,29.4238,29.596,37.8661,34.8317,36.3981,38.3245,33.9085,41.6993,41.6124,37.2657,37.97,41.524,36.7651,38.0544,32.7773,36.5239,34.4745,33.3697,31.6714,30.2577,31.0416,31.8143,37.9038,33.2167,27.0173,30.4527,29.6827,31.6753,24.6247,30.1575,29.4627,29.1848,29.1355,24.6179,29.0824,27.375,23.2577,27.0925,25.6153,28.5572,26.1277,27.3041,22.6182,27.4815,25.3454,26.4699,24.3393,26.5874,26.4699,25.6214,25.942
48327,98.97694,18.79,21.071,20.1643,22.8539,22.8269,23.9668,21.7196,20.9218,22.2904,23.9136,22.6645,27.451,29.2902,29.9954,28.9347,26.424,26.0718,27.5989,27.5576,28.8547,27.6004,35.1334,30.7078,36.2942,35.1163,31.989,31.7016,36.7092,35.4466,39.2925,38.3197,35.5075,38.9151,35.9834,35.4467,39.1585,32.3129,34.147,35.1927,35.7967,35.6264,31.0662,33.3997,32.8675,29.7833,27.4896,30.3541,31.8389,33.2882,31.549,33.0127,24.9087,27.856,28.1359,28.0846,25.5382,28.0271,25.8496,27.3986,28.2672,24.8012,24.0177,24.9261,22.9991,24.9868,23.8841,24.8656,24.8753,26.8478,22.1347,24.3691,25.0076,23.9809,23.2377,22.6129,23.4943,23.7064,25.2371
48328,99.51667,18.28333,19.3613,27.0112,27.6853,27.9527,23.7387,24.825,27.1763,27.8927,28.0917,27.367,29.6334,35.3934,37.5832,27.6242,33.0314,34.3812,34.9623,36.1233,34.1827,36.5955,36.4168,40.6895,42.6278,33.5232,39.113,40.2487,39.8495,41.7595,38.9798,42.0901,36.6834,39.9852,39.0154,37.7281,39.3071,40.61,42.545,47.4338,43.2971,38.3961,31.1896,36.1525,35.0662,35.0264,33.794,34.5745,35.0142,35.3648,36.544,33.4209,31.4456,31.9211,31.9283,31.0832,30.5364,30.9247,31.6191,33.0886,34.1142,29.6076,29.9929,27.3821,27.9749,27.7408,29.2089,27.8429,30.6252,31.0906,27.8299,28.6202,26.5963,25.4785,24.9532,27.4452,27.8563,29.1489,28.4742
48329,99.03333,18.56667,19.1974,25.8517,24.7588,25.2227,22.8701,25.5959,27.4532,27.4154,27.2045,26.5185,27.2936,33.0658,33.9994,28.9961,34.0345,32.4287,35.3662,34.0252,35.68,34.5713,35.3741,36.8155,40.1096,37.512,37.5298,37.7717,37.2445,38.2978,38.9329,38.9547,35.5436,37.956,37.2288,37.7637,33.7559,34.4469,37.3415,39.921,40.0029,41.7333,30.7001,35.9277,34.0683,34.5456,35.5354,32.6045,33.6579,35.6832,35.1382,34.9777,30.9004,32.0203,30.8637,27.515,30.5927,30.3409,31.709,32.4531,32.6432,29.1481,28.2901,28.6447,27.2563,29.1397,29.94,29.4137,29.9569,29.762,28.0761,24.9261,24.1769,24.6038,28.3184,28.0597,28.4939,28.1638,27.3368
48330,100.16667,18.16667,22.1396,26.961,27.4556,26.4364,25.5057,25.4601,25.5557,26.464,27.8494,27.5739,26.2494,35.8256,37.2972,26.9204,37.2973,35.9837,35.2281,33.9902,32.3226,33.3196,37.3504,41.0438,41.0518,35.4049,38.0841,39.0992,39.5337,42.0661,41.9015,44.1427,36.0753,41.0651,35.4969,35.3436,38.1085,39.791,40.7041,44.7301,41.3812,40.2138,33.8232,35.2506,33.4957,32.6975,36.1429,36.4243,35.9238,33.1134,34.7414,34.6309,29.1954,31.0847,31.1201,29.783,30.6194,30.4478,31.208,31.79,31.8828,28.0785,30.4297,27.5566,26.3278,27.8277,29.0456,28.9522,29.5595,31.6785,27.7946,27.5746,26.3152,25.7819,26.0202,26.6865,27.28,27.3151,28.2957
48331,100.76667,18.76667,22.6955,25.8964,24.4302,25.801,25.136,26.168,25.1357,25.5185,26.0985,26.0185,25.2431,32.7642,33.4707,32.1073,31.3993,29.8288,33.4524,34.2628,33.4429,35.1089,37.4536,40.2457,35.7007,31.9092,35.7209,39.8971,39.5329,39.3229,42.6881,36.1783,32.7333,38.9273,43.8363,33.2113,38.2067,38.0474,37.9147,38.9143,43.0456,33.602,34.2747,29.738,35.2746,29.5874,35.2193,34.3787,35.9191,37.2546,37.5691,32.9896,28.4774,28.3634,29.01,27.0268,31.1979,30.7727,31.98,30.8543,30.4081,25.0713,25.8783,27.297,25.0557,27.7082,27.8341,28.2961,27.3161,27.7997,26.3903,25.4918,25.3853,24.2273,25.7343,25.2043,26.2296,27.1374,25.9504
48333,100.75,18.86667,20.178,22.6847,22.1297,23.1088,22.43,20.6409,21.911,22.9961,23.1649,23.6947,24.8663,30.2975,32.4814,31.4026,30.1264,27.4438,28.1889,31.6022,32.4163,33.476,35.4372,35.9521,31.5716,28.7404,35.6559,36.1353,37.4402,34.3023,39.2578,33.0329,27.2224,33.352,32.1958,29.736,37.1674,30.9321,36.6931,37.0567,32.5981,41.2561,31.0727,32.4574,30.9342,26.6206,32.6016,31.2112,29.8481,32.2556,31.4139,28.9079,24.1326,22.9437,25.0034,23.1945,27.6282,27.0048,28.3896,26.2643,26.7115,22.5096,23.0541,23.6564,21.6329,25.2262,24.7602,24.2483,25.33,25.0923,23.9041,24.1203,22.7688,21.6328,23.3294,22.1281,23.7255,23.6352,22.6444
48334,99.28333,18.31667,18.8798,21.383,22.8582,22.4122,22.2509,21.7091,23.4495,23.1884,23.0006,23.8589,28.572,30.1839,28.1369,26.3511,27.4672,31.1218,32.1047,32.2918,30.1865,30.7284,33.2085,36.3467,38.1096,31.9848,38.3782,35.2585,35.1538,37.5542,37.2148,37.9321,33.0244,36.8015,30.1321,37.457,34.7729,37.7569,35.2335,32.2919,26.4931,34.6575,31.9398,34.0919,34.5342,30.9686,32.0897,31.6261,35.0783,32.9387,33.1899,36.8205,28.1267,29.1439,27.2256,28.5791,28.0684,27.6123,27.755,28.3165,27.9369,25.359,26.0589,25.3733,24.7067,25.4333,25.2683,25.1014,26.3918,26.5576,24.726,24.1778,24.8792,23.8116,23.5338,24.3399,25.2234,25.0692,24.5429
48350,101.73333,17.4,20.4892,25.8049,25.1259,23.4083,20.5599,25.1447,26.2845,23.3948,24.2572,23.6994,31.6693,35.439,32.5414,31.9456,33.0916,32.4975,33.8151,34.328,33.12,35.5822,38.5946,40.2481,38.7471,34.9178,40.4584,41.2963,39.1445,39.1866,43.0359,41.1889,33.5624,26.5065,37.5227,35.8043,36.7952,39.7047,33.68,41.1108,37.7668,36.0346,28.3211,27.6379,28.2151,29.0743,29.9531,25.7006,31.9126,33.5173,31.6001,29.8472,26.0002,24.8369,23.7815,23.7415,25.2438,26.6842,28.5257,27.2753,26.6581,26.4673,22.6435,22.5021,23.3539,22.9317,26.0769,24.5806,23.4847,23.4466,25.8538,23.6542,22.1056,20.5715,23.2787,26.0295,24.0264,23.0931,22.2008
48351,100.1,17.61667,24.9076,26.9981,28.8182,27.328,25.8537,26.3908,26.0583,27.4891,27.898,28.671,29.3667,34.6658,33.0474,30.9169,35.3021,35.3549,36.4077,36.2207,37.5775,35.2215,36.8545,39.5573,41.595,35.7822,39.7255,38.669,39.7633,39.7152,39.7845,42.0287,36.7752,40.0966,39.6846,39.3265,39.967,38.9627,42.8695,41.2802,41.0004,40.5868,36.2978,33.0327,34.1563,35.0391,36.7255,35.016,35.9573,35.7551,37.4477,37.2425,31.4731,33.2022,32.0579,31.1557,30.88,31.2198,32.1238,33.5829,34.9678,30.1425,31.1502,29.8374,29.1053,29.3514,28.5746,30.1599,30.8168,30.2733,28.0853,29.9801,26.6906,27.297,26.8624,26.5514,29.742,28.8618,29.4935
48352,102.71667,17.86667,26.0115,28.9499,29.6296,28.3103,30.6698,29.6313,30.717,30.4839,31.2534,30.6457,35.9991,36.956,33.5721,31.1175,34.6676,34.585,36.8295,36.1177,41.2534,42.5562,39.2074,38.3559,36.6179,37.6143,36.0041,35.8812,42.4155,38.5461,42.2573,41.8946,39.8349,37.4504,32.3402,37.9911,41.284,39.9395,40.375,43.2487,42.5813,40.6569,34.1801,35.2711,30.0256,35.1723,37.9694,36.0526,35.8291,36.9405,33.0026,36.1817,31.3127,32.3003,29.8625,31.6779,32.1196,32.2399,34.8158,33.3412,32.2217,29.2657,30.0424,28.2205,29.5307,31.6476,31.0193,31.277,32.0545,30.1908,27.6987,28.2443,27.7986,28.8447,29.54,28.7814,29.6105,30.1076,30.1503
48353,101.73333,17.45,21.2327,26.3118,25.7641,24.2385,21.4487,25.7622,26.7756,24.2799,25.1091,24.5376,32.4134,36.1217,33.3461,32.9029,34.1226,33.2664,34.4062,35.1076,34.1737,36.3477,39.2699,40.9774,39.4418,35.5735,41.2045,42.1143,39.8193,39.8836,43.8768,41.9491,34.0058,27.1483,38.1324,36.4422,37.4532,40.3532,34.2437,41.7166,38.4732,36.5548,31.4894,30.9305,32.017,32.662,33.3617,29.5084,35.504,36.4919,34.3967,32.2119,27.7138,26.683,26.4215,26.2347,27.0074,28.3931,30.0261,29.2673,28.3653,27.5316,24.0468,24.3755,25.1937,24.3142,27.2619,26.216,25.163,24.8395,26.7386,24.7791,23.6971,22.1088,24.5074,26.9303,25.3597,24.4497,23.4845
48354,102.8,17.38333,23.98,28.7181,29.0446,27.2268,28.0541,28.5087,28.4558,29.3777,29.9871,29.2886,35.5061,33.502,35.0331,32.3278,38.5502,32.9568,37.7759,36.6445,41.6108,39.0291,39.2159,39.8148,36.8918,33.3783,34.0004,39.8994,41.0186,43.9349,43.7688,42.1736,41.5816,37.4153,31.1429,38.5427,41.4871,38.4031,43.1411,41.9181,35.1729,39.8273,36.0651,33.332,27.518,34.6919,32.2484,34.0147,37.2711,36.4887,33.5621,34.6801,29.7719,29.3944,28.0761,30.4362,30.0054,30.3429,31.5895,32.9618,30.6136,28.6854,28.0063,26.8311,29.9229,29.0326,29.4335,28.3544,30.8852,29.6133,27.402,27.334,25.7427,27.6845,27.3434,27.5348,27.9281,28.7296,28.9686
48355,104.05,17.11667,23.3994,24.6683,25.9113,24.2824,26.695,25.5531,26.1302,27.1724,27.5134,28.3418,28.2935,29.5529,28.6779,32.9582,34.4952,34.1604,34.3225,38.8522,36.9193,36.1426,32.7393,34.8802,27.562,33.764,39.8202,39.4997,38.6262,30.6353,38.8892,38.8366,33.9618,33.9725,23.9454,37.3726,30.6433,36.3408,37.4067,38.9523,34.99,35.4684,31.3785,31.6171,26.0472,33.0638,30.7172,32.7203,32.4684,32.3334,31.419,30.4005,25.7189,27.1682,24.438,28.2646,27.5423,28.1169,29.9575,28.7692,28.837,26.7995,27.3167,24.1726,27.5077,26.7572,28.0176,28.0886,27.0729,29.3178,25.4874,25.3781,24.6622,25.6643,25.882,25.8196,28.4962,27.9904,27.5202
48356,104.13333,17.15,25.2561,25.9553,26.7873,27.7164,28.5195,27.0492,28.2331,27.993,29.0806,29.5608,29.8449,28.7327,27.1689,33.9783,35.4783,36.2031,36.2412,35.3941,34.2282,36.6884,30.9993,30.671,26.7811,30.4625,31.5607,37.5963,41.3455,33.6537,38.4567,36.4061,39.661,33.3016,22.3861,36.2784,37.3778,32.4532,36.6377,39.4844,36.3875,36.1647,32.9748,32.4618,26.1801,35.391,32.4501,32.7388,33.2383,34.4511,33.2854,31.968,30.4516,29.137,27.0742,28.8584,29.6519,30.9455,30.7132,31.8709,30.0172,27.7464,27.7594,26.6253,28.1822,29.0701,28.5334,29.8304,30.4673,30.5553,26.5601,26.4741,26.5993,28.1287,27.4329,26.6417,27.4982,27.7145,28.2773
48357,104.78333,17.41667,26.639,28.684,27.9517,27.2859,29.4752,30.6629,29.6036,28.2553,29.5001,27.5114,30.704,28.0995,25.3618,27.2056,31.4158,34.8057,33.6661,35.0337,35.252,32.9883,35.1013,31.6336,24.5524,37.6974,39.77,38.4306,38.5898,37.0855,35.7448,35.6552,36.2522,38.7762,25.4227,36.9092,39.985,39.6664,38.4593,38.3384,35.3496,34.1946,33.8393,32.3568,25.8885,33.3083,34.0067,34.9771,34.6135,33.9612,34.2516,33.7381,30.9504,29.1859,27.2805,31.1797,32.1248,33.4511,32.7395,30.2053,31.6945,27.7962,29.8027,27.8936,28.8449,31.3251,31.1404,29.5452,29.2831,29.2905,27.4088,25.9266,25.6237,28.4072,29.9846,29.1221,27.4883,26.9837,26.6566
48358,104.79,17.25,21.5693,25.7787,25.7234,24.3767,27.2509,27.8364,28.0503,25.5433,26.2521,24.27,27.4394,28.1761,24.2552,26.5338,30.0553,33.8031,30.1062,31.8428,32.1889,30.8361,35.5415,28.6557,22.3619,33.5451,38.1614,37.7534,36.6242,35.9162,36.4101,33.7056,35.8392,35.6559,24.3241,35.109,36.8227,30.3292,37.3081,35.5956,35.642,33.9833,31.4016,29.3096,24.8134,30.0641,32.1122,32.133,31.1373,31.5092,31.014,31.8387,29.2289,27.6469,24.4072,28.4223,28.7783,28.4012,29.6948,28.6753,29.8388,26.1708,27.0686,24.5885,25.0374,27.1947,27.0987,27.3228,26.448,26.2457,24.7598,24.6995,23.5491,25.6278,26.1002,26.2962,26.0598,24.1867,24.0826
48360,102.42944,17.2325,23.8553,25.6872,26.6829,26.2478,26.3051,25.9179,25.0139,26.493,27.3954,26.8858,33.067,33.6969,35.1861,32.3601,36.4338,32.0375,35.6284,32.932,38.5859,36.9129,36.9523,34.7879,37.6139,33.3437,39.5022,38.0147,40.0117,40.8717,40.8423,40.0229,35.4838,35.4198,31.7814,32.4595,38.038,37.9143,37.6284,39.614,33.4269,45.2058,31.1874,31.9533,28.054,31.511,29.0306,31.5839,33.1132,33.6886,32.5749,33.0605,28.2554,27.3487,27.1744,29.3016,28.6684,27.4576,29.609,29.8485,29.2083,27.0146,26.7543,26.2523,27.8317,27.6293,27.4037,27.7694,28.0602,27.5022,26.7667,25.4371,25.8529,26.6846,26.9153,27.0599,26.8008,27.2042,26.249
48372,99.1,17.78333,26.0424,27.8537,28.1291,28.8078,26.729,28.2689,27.2716,29.0523,26.5859,27.8895,33.7553,34.9812,37.1506,33.9691,36.3197,36.1744,36.013,36.5794,36.7337,38.3568,39.211,40.5075,42.226,39.7322,41.3686,41.4513,37.3005,43.0832,42.4829,42.2253,38.4108,40.2075,36.2143,40.8862,42.8041,45.7977,34.2287,43.4767,41.1306,40.0435,40.0623,40.3395,40.0386,39.949,39.0934,39.1691,36.407,40.4684,42.2899,41.2829,33.0855,36.1848,36.1812,33.0219,35.0598,31.8455,34.8569,35.7021,36.3548,31.2817,33.1729,32.8491,29.4246,31.483,31.9788,32.8661,32.021,33.7838,28.8596,30.5219,30.1737,28.4362,29.4723,30.3049,30.3296,30.143,30.6061
48373,99.86667,17.16667,25.8474,26.8856,27.4161,25.652,26.122,26.3719,27.6942,28.1089,28.0748,27.2749,33.8866,35.5051,36.5379,29.8597,36.3836,34.5062,36.1533,39.7988,35.8284,36.9475,39.2473,39.6567,39.7913,36.1196,40.575,39.6184,39.306,37.2736,37.0271,39.7085,34.5427,35.5441,39.1862,37.2407,39.4566,33.9344,38.3235,42.8783,39.442,44.674,33.3964,32.8337,31.7025,33.7855,31.9507,32.2557,33.0968,32.8372,35.185,33.6161,28.2506,31.3716,29.7539,25.245,29.2202,28.6767,28.917,29.3808,29.0806,28.0428,29.2359,29.0364,27.9156,28.4959,28.6871,29.4366,29.4807,29.5083,27.8201,27.668,25.8021,27.7676,27.7345,28.3975,29.2023,28.2997,29.1369
48374,101.24944,16.77361,24.7593,26.7511,26.6407,25.9585,24.7891,24.4909,26.9889,26.3943,26.5006,24.8119,30.3915,33.211,35.9067,30.7491,30.7262,32.2156,34.4501,34.9042,34.1961,34.2229,38.5928,40.4934,41.3525,41.7447,34.3484,42.4696,41.0547,37.6994,41.1097,40.3877,36.9382,28.8564,37.4656,36.7814,37.8121,33.7673,36.2921,40.9133,33.8193,36.2302,31.8807,30.4479,32.8255,32.2212,31.5383,31.5142,32.5885,33.4955,32.4773,34.0244,28.0211,28.6355,29.591,28.4927,29.4249,28.5081,31.1398,29.4519,29.7087,27.2891,26.2563,26.4146,27.0647,28.0647,27.9078,28.6675,27.6135,27.2808,25.8262,27.5367,26.9489,25.3811,24.5354,26.8244,26.5941,26.729,27.7222
48375,98.55,16.66667,22.9808,24.4154,26.3964,27.1778,27.9686,27.6586,26.4917,27.1554,26.3151,24.3744,27.4597,31.1877,32.4657,23.904,33.9755,31.3924,34.9276,34.7593,25.1313,32.0846,33.0819,37.9543,40.221,32.5408,40.1162,38.3874,34.1472,34.5192,35.5961,41.7706,33.203,41.2883,34.8806,39.0344,32.2889,35.0016,37.0143,29.6141,34.6128,36.9656,36.8489,36.2785,35.3018,37.0743,36.3617,34.8043,35.1987,35.4042,34.0061,36.4415,30.4696,29.4712,31.5825,31.2911,30.4874,31.4561,31.6891,31.0152,32.1869,29.147,29.2089,27.6221,27.9448,28.9765,30.1918,28.218,28.2331,27.3078,25.4956,28.4854,26.3843,27.0068,28.4198,27.1514,29.0641,26.9932,26.2092
48376,99.15,16.88333,24.6618,23.87,23.6114,23.4796,25.4627,24.3044,24.8641,24.137,24.9918,23.0913,33.4875,32.8664,31.9646,33.7396,35.723,36.125,33.3748,32.195,33.2706,33.4015,39.5815,41.2579,44.0372,33.2961,41.4223,36.3365,42.0779,43.8071,41.8853,42.1728,37.1108,38.6017,34.3402,35.9895,35.8879,43.6133,39.8808,36.9687,35.3438,37.2388,31.6426,37.0974,35.682,35.3262,35.081,32.7139,34.3818,33.1843,32.4085,36.3678,26.9572,28.7432,28.2599,24.674,27.7345,27.1991,26.311,27.4004,27.5337,24.204,24.9426,25.7423,26.1711,26.4305,26.4587,25.5224,25.9149,26.6666,24.2239,23.5469,23.1673,25.3925,26.5325,26.6118,25.6373,26.1457,25.683
48377,99.01667,17.25,25.0265,23.7614,26.2876,23.8706,25.8841,25.7225,27.3094,26.4152,27.1207,25.3898,29.6283,32.1628,32.3586,30.1714,32.0887,29.7809,30.3755,30.2692,32.2488,33.7397,40.4265,43.1055,42.7822,36.2354,37.1595,38.0877,38.6755,36.6738,38.6673,41.2944,32.9819,31.2251,39.9668,43.2421,35.8546,36.9534,34.0428,41.0056,40.9804,36.2067,33.2485,34.1087,33.602,34.3479,31.658,31.818,30.7482,33.1521,36.1143,38.3616,26.9359,29.9617,28.2911,25.5719,26.1708,28.6628,35.2118,29.9866,30.6026,28.2807,26.8554,25.9973,24.8227,27.778,28.2948,24.876,29.756,28.7008,24.7583,25.8183,24.3789,26.9112,26.0122,27.6866,26.4726,28.2095,26.2832
